Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
29-03-2024,08:11,28-03-2024,,,Ingreso Cambio de Divisa,,EUR,"1,40",EUR,"200,62",
29-03-2024,08:11,28-03-2024,,,Retirada Cambio de Divisa,"1,0816",USD,"-1,51",USD,"0,00",
28-03-2024,19:15,28-03-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,39 EUR",,,,EUR,"199,22",
28-03-2024,19:15,28-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,39",EUR,"198,83",
28-03-2024,08:28,27-03-2024,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,51",USD,"1,51",
28-03-2024,07:21,27-03-2024,,,Ingreso Cambio de Divisa,,EUR,"0,39",EUR,"199,22",
28-03-2024,07:21,27-03-2024,,,Retirada Cambio de Divisa,"1,0854",USD,"-0,42",USD,"0,00",
27-03-2024,09:05,26-03-2024,META PLATFORMS INC CLASS A,US30303M1027,Dividendo,,USD,"0,50",USD,"0,42",
27-03-2024,09:05,26-03-2024,META PLATFORMS INC CLASS A,US30303M1027,Retención del dividendo,,USD,"-0,08",USD,"-0,08",
04-03-2024,20:01,04-03-2024,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 0,02 EUR",,,,EUR,"198,83",
04-03-2024,20:01,04-03-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,02",EUR,"198,85",
03-03-2024,12:44,29-02-2024,,,Interés,,EUR,"-0,02",EUR,"198,83",
19-02-2024,17:45,19-02-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"198,85",
19-02-2024,17:45,19-02-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"198,54",
19-02-2024,10:45,16-02-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 198,54 EUR",,,,EUR,"198,85",
19-02-2024,10:45,16-02-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-198,54",EUR,"0,31",
17-02-2024,07:48,16-02-2024,,,Ingreso Cambio de Divisa,,EUR,"0,31",EUR,"198,85",
17-02-2024,07:48,16-02-2024,,,Retirada Cambio de Divisa,"1,0804",USD,"-0,34",USD,"0,00",
16-02-2024,15:30,16-02-2024,WALT DISNEY CO,US2546871060,Retirada Cambio de Divisa,"1,0778",USD,"-224,22",USD,"0,34",11c27efe-a8aa-4a3f-8157-ec25f5dbfecb
16-02-2024,15:30,16-02-2024,WALT DISNEY CO,US2546871060,Ingreso Cambio de Divisa,,EUR,"208,04",EUR,"198,54",11c27efe-a8aa-4a3f-8157-ec25f5dbfecb
16-02-2024,15:30,16-02-2024,WALT DISNEY CO,US2546871060,Costes de transacción y/o externos de DEGIRO,,EUR,"-2,00",EUR,"-9,50",11c27efe-a8aa-4a3f-8157-ec25f5dbfecb
16-02-2024,15:30,16-02-2024,WALT DISNEY CO,US2546871060,"Venta 2 Walt Disney Co@112,11 USD (US2546871060)",,USD,"224,22",USD,"224,56",11c27efe-a8aa-4a3f-8157-ec25f5dbfecb
16-02-2024,07:32,15-02-2024,APPLE INC,US0378331005,Dividendo,,USD,"0,48",USD,"0,34",
16-02-2024,07:32,15-02-2024,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"-0,14",
05-02-2024,07:18,31-01-2024,,,Comisión de conectividad con el mercado 2024 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"-7,50",
05-02-2024,07:18,31-01-2024,,,Comisión de conectividad con el mercado 2024 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"-5,00",
05-02-2024,07:18,31-01-2024,,,Comisión de conectividad con el mercado 2024 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"-2,50",
19-01-2024,13:50,19-01-2024,,,Processed Flatex Withdrawal,,EUR,"295,57",EUR,"0,00",
19-01-2024,13:50,19-01-2024,,,flatex Withdrawal,,EUR,"-295,57",EUR,"-295,57",
17-01-2024,19:00,17-01-2024,,,Processed Flatex Withdrawal,,EUR,"-295,57",EUR,"0,00",
12-01-2024,16:47,12-01-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,38 EUR",,,,EUR,"295,57",
12-01-2024,16:47,12-01-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,38",EUR,"295,19",
12-01-2024,07:49,11-01-2024,,,Ingreso Cambio de Divisa,,EUR,"0,38",EUR,"295,57",
12-01-2024,07:49,11-01-2024,,,Retirada Cambio de Divisa,"1,1000",USD,"-0,42",USD,"0,00",
11-01-2024,07:33,10-01-2024,WALT DISNEY CO,US2546871060,Retención del dividendo,,USD,"-0,18",USD,"0,42",
11-01-2024,07:33,10-01-2024,WALT DISNEY CO,US2546871060,Dividendo,,USD,"0,60",USD,"0,60",
03-01-2024,19:49,03-01-2024,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,35 EUR",,,,EUR,"295,19",
03-01-2024,19:49,03-01-2024,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,35",EUR,"293,84",
03-01-2024,08:36,02-01-2024,,,Ingreso Cambio de Divisa,,EUR,"1,35",EUR,"295,19",
03-01-2024,08:36,02-01-2024,,,Retirada Cambio de Divisa,"1,0969",USD,"-1,48",USD,"0,00",
02-01-2024,06:58,29-12-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,48",USD,"1,48",
02-01-2024,06:10,02-01-2024,,,Flatex Interest Income,,EUR,"0,00",EUR,"293,84",
27-11-2023,16:32,27-11-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,12 EUR",,,,EUR,"293,84",
27-11-2023,16:32,27-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,12",EUR,"293,72",
27-11-2023,06:50,23-11-2023,CELLNEX TELECOM SA,ES0105066007,Rendimiento de capital,,EUR,"0,12",EUR,"293,84",
20-11-2023,17:32,20-11-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"293,72",
20-11-2023,17:32,20-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"293,41",
18-11-2023,08:25,17-11-2023,,,Ingreso Cambio de Divisa,,EUR,"0,31",EUR,"293,72",
18-11-2023,08:25,17-11-2023,,,Retirada Cambio de Divisa,"1,0942",USD,"-0,34",USD,"0,00",
17-11-2023,06:56,16-11-2023,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"0,34",
17-11-2023,06:56,16-11-2023,APPLE INC,US0378331005,Dividendo,,USD,"0,48",USD,"0,48",
01-10-2023,15:42,30-09-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"293,41",
29-09-2023,18:51,29-09-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,38 EUR",,,,EUR,"293,41",
29-09-2023,18:51,29-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,38",EUR,"292,03",
29-09-2023,07:44,28-09-2023,,,Ingreso Cambio de Divisa,,EUR,"1,38",EUR,"293,41",
29-09-2023,07:44,28-09-2023,,,Retirada Cambio de Divisa,"1,0592",USD,"-1,46",USD,"0,00",
28-09-2023,07:52,27-09-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,46",USD,"1,46",
18-08-2023,16:50,18-08-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"292,03",
18-08-2023,16:50,18-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"291,72",
18-08-2023,08:52,17-08-2023,,,Ingreso Cambio de Divisa,,EUR,"0,31",EUR,"292,03",
18-08-2023,08:52,17-08-2023,,,Retirada Cambio de Divisa,"1,0899",USD,"-0,34",USD,"0,00",
18-08-2023,06:21,17-08-2023,APPLE INC,US0378331005,Dividendo,,USD,"0,48",USD,"0,34",
18-08-2023,06:21,17-08-2023,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"-0,14",
02-07-2023,07:51,30-06-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"291,72",
30-06-2023,19:05,30-06-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,37 EUR",,,,EUR,"291,72",
30-06-2023,19:05,30-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,37",EUR,"290,35",
30-06-2023,07:46,29-06-2023,,,Ingreso Cambio de Divisa,,EUR,"1,37",EUR,"291,72",
30-06-2023,07:46,29-06-2023,,,Retirada Cambio de Divisa,"1,0892",USD,"-1,49",USD,"0,00",
29-06-2023,07:19,28-06-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,49",USD,"1,49",
20-06-2023,16:49,20-06-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,05 EUR",,,,EUR,"290,35",
20-06-2023,16:49,20-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,05",EUR,"290,30",
20-06-2023,07:48,16-06-2023,CELLNEX TELECOM SA,ES0105066007,Rendimiento de capital,,EUR,"0,05",EUR,"290,35",
22-05-2023,17:19,22-05-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"290,30",
22-05-2023,17:19,22-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"289,99",
20-05-2023,07:43,19-05-2023,,,Ingreso Cambio de Divisa,,EUR,"0,31",EUR,"290,30",
20-05-2023,07:43,19-05-2023,,,Retirada Cambio de Divisa,"1,0832",USD,"-0,34",USD,"0,00",
19-05-2023,06:59,18-05-2023,APPLE INC,US0378331005,Dividendo,,USD,"0,48",USD,"0,34",
19-05-2023,06:59,18-05-2023,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"-0,14",
28-04-2023,18:49,28-04-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 9,18 EUR",,,,EUR,"289,99",
28-04-2023,18:49,28-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-9,18",EUR,"280,81",
28-04-2023,06:56,27-04-2023,AIRBUS SE,NL0000235190,Dividendo,,EUR,"10,80",EUR,"289,99",
28-04-2023,06:56,27-04-2023,AIRBUS SE,NL0000235190,Retención del dividendo,,EUR,"-1,62",EUR,"279,19",
03-04-2023,00:31,31-03-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"280,81",
31-03-2023,13:20,30-03-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,27 EUR",,,,EUR,"280,81",
31-03-2023,13:20,30-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,27",EUR,"279,54",
30-03-2023,13:53,29-03-2023,,,Ingreso Cambio de Divisa,,EUR,"1,27",EUR,"280,81",
30-03-2023,13:53,29-03-2023,,,Retirada Cambio de Divisa,"1,0871",USD,"-1,38",USD,"0,00",
30-03-2023,09:58,29-03-2023,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,38",USD,"1,38",
20-02-2023,16:49,20-02-2023,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,3 EUR",,,,EUR,"279,54",
20-02-2023,16:49,20-02-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,30",EUR,"279,24",
18-02-2023,07:45,17-02-2023,,,Ingreso Cambio de Divisa,,EUR,"0,30",EUR,"279,54",
18-02-2023,07:45,17-02-2023,,,Retirada Cambio de Divisa,"1,0721",USD,"-0,32",USD,"0,00",
17-02-2023,07:03,16-02-2023,APPLE INC,US0378331005,Dividendo,,USD,"0,46",USD,"0,32",
17-02-2023,07:03,16-02-2023,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"-0,14",
04-01-2023,05:36,03-01-2023,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 6,17 EUR",,,,EUR,"279,24",
04-01-2023,05:36,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"6,17",EUR,"285,41",
03-01-2023,14:09,31-12-2022,,,Comisión de conectividad con el mercado 2023 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"279,24",
03-01-2023,14:09,31-12-2022,,,Comisión de conectividad con el mercado 2023 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"281,74",
03-01-2023,14:09,31-12-2022,,,Comisión de conectividad con el mercado 2023 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"284,24",
03-01-2023,07:39,02-01-2023,,,Ingreso Cambio de Divisa,,EUR,"1,33",EUR,"286,74",
03-01-2023,07:39,02-01-2023,,,Retirada Cambio de Divisa,"1,0693",USD,"-1,42",USD,"0,00",
02-01-2023,06:49,30-12-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,42",USD,"1,42",
02-01-2023,05:11,02-01-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"285,41",
25-11-2022,16:18,25-11-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,11 EUR",,,,EUR,"285,41",
25-11-2022,16:18,25-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,11",EUR,"285,30",
25-11-2022,07:09,24-11-2022,CELLNEX TELECOM SA,ES0105066007,Dividendo,,EUR,"0,11",EUR,"285,41",
14-11-2022,17:49,14-11-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"285,30",
14-11-2022,17:49,14-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"284,99",
12-11-2022,07:40,11-11-2022,,,Ingreso Cambio de Divisa,,EUR,"0,31",EUR,"285,30",
12-11-2022,07:40,11-11-2022,,,Retirada Cambio de Divisa,"1,0374",USD,"-0,32",USD,"0,00",
11-11-2022,07:24,10-11-2022,APPLE INC,US0378331005,Dividendo,,USD,"0,46",USD,"0,32",
11-11-2022,07:24,10-11-2022,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,14",USD,"-0,14",
04-11-2022,18:19,04-11-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 277,3 EUR",,,,EUR,"284,99",
04-11-2022,18:19,04-11-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-277,30",EUR,"7,69",
04-11-2022,07:34,03-11-2022,,,Ingreso Cambio de Divisa,,EUR,"277,30",EUR,"284,99",
04-11-2022,07:34,03-11-2022,,,Retirada Cambio de Divisa,"0,9773",USD,"-271,00",USD,"0,00",
03-11-2022,06:49,02-11-2022,TWITTER INC,US90184L1026,Acciones corporativas liquidación por diferencias,,USD,"271,00",USD,"271,00",
03-11-2022,06:49,02-11-2022,TWITTER INC,US90184L1026,DESLISTAMIENTO : Venta 5 Twitter Inc@0 USD (US90184L1026),,USD,"0,00",USD,"0,00",
02-10-2022,04:00,30-09-2022,,,Flatex Interest Income,,EUR,"0,00",EUR,"7,69",
30-09-2022,17:49,30-09-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,45 EUR",,,,EUR,"7,69",
30-09-2022,17:49,30-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,45",EUR,"6,24",
30-09-2022,07:45,29-09-2022,,,Ingreso Cambio de Divisa,,EUR,"1,45",EUR,"7,69",
30-09-2022,07:45,29-09-2022,,,Retirada Cambio de Divisa,"0,9840",USD,"-1,43",USD,"0,00",
29-09-2022,08:24,28-09-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,43",USD,"1,43",
12-08-2022,17:18,12-08-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,38 EUR",,,,EUR,"6,24",
12-08-2022,17:18,12-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,38",EUR,"5,86",
12-08-2022,07:40,11-08-2022,,,Ingreso Cambio de Divisa,,EUR,"0,38",EUR,"6,24",
12-08-2022,07:40,11-08-2022,,,Retirada Cambio de Divisa,"1,0346",USD,"-0,39",USD,"0,00",
11-08-2022,10:47,11-08-2022,APPLE INC,US0378331005,Dividendo,,USD,"0,46",USD,"0,39",
11-08-2022,10:47,11-08-2022,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
03-07-2022,16:31,30-06-2022,,,Flatex Interest Income,,EUR,"0,00",EUR,"5,86",
30-06-2022,17:33,30-06-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,3 EUR",,,,EUR,"5,86",
30-06-2022,17:33,30-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,30",EUR,"4,56",
30-06-2022,07:34,29-06-2022,,,Ingreso Cambio de Divisa,,EUR,"1,30",EUR,"5,86",
30-06-2022,07:34,29-06-2022,,,Retirada Cambio de Divisa,"1,0468",USD,"-1,36",USD,"0,00",
29-06-2022,07:48,29-06-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,36",USD,"1,36",
20-06-2022,16:48,20-06-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,05 EUR",,,,EUR,"4,56",
20-06-2022,16:48,20-06-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,05",EUR,"4,51",
20-06-2022,07:27,17-06-2022,CELLNEX TELECOM SA,ES0105066007,Rendimiento de capital,,EUR,"0,05",EUR,"4,56",
13-05-2022,18:17,13-05-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,37 EUR",,,,EUR,"4,51",
13-05-2022,18:17,13-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,37",EUR,"4,14",
13-05-2022,07:39,12-05-2022,,,Ingreso Cambio de Divisa,,EUR,"0,37",EUR,"4,51",
13-05-2022,07:39,12-05-2022,,,Retirada Cambio de Divisa,"1,0406",USD,"-0,39",USD,"0,00",
12-05-2022,10:34,12-05-2022,APPLE INC,US0378331005,Dividendo,,USD,"0,46",USD,"0,39",
12-05-2022,10:34,12-05-2022,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
04-05-2022,11:17,03-05-2022,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 0,01 EUR",,,,EUR,"4,14",
04-05-2022,11:17,03-05-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,01",EUR,"4,15",
03-05-2022,17:24,30-04-2022,,,Interés,,EUR,"-0,01",EUR,"4,14",
22-04-2022,16:47,22-04-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 4,15 EUR",,,,EUR,"4,15",
22-04-2022,16:47,22-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-4,15",EUR,"0,00",
22-04-2022,12:40,21-04-2022,AIRBUS SE,NL0000235190,Dividendo,,EUR,"9,00",EUR,"4,15",
22-04-2022,12:40,21-04-2022,AIRBUS SE,NL0000235190,Retención del dividendo,,EUR,"-1,35",EUR,"-4,85",
05-04-2022,13:38,31-03-2022,,,Interés,,EUR,"-0,02",EUR,"-3,50",
02-04-2022,00:47,01-04-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,03 EUR",,,,EUR,"-3,48",
02-04-2022,00:47,01-04-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,03",EUR,"-3,51",
01-04-2022,14:20,31-03-2022,,,Flatex Interest,,EUR,"-0,03",EUR,"-3,48",
01-04-2022,07:43,31-03-2022,,,Ingreso Cambio de Divisa,,EUR,"1,16",EUR,"-3,45",
01-04-2022,07:43,31-03-2022,,,Retirada Cambio de Divisa,"1,1095",USD,"-1,29",USD,"0,00",
31-03-2022,07:41,30-03-2022,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,29",USD,"1,29",
03-03-2022,17:38,28-02-2022,,,Interés,,EUR,"-0,01",EUR,"-4,61",
12-02-2022,08:10,11-02-2022,,,Ingreso Cambio de Divisa,,EUR,"0,32",EUR,"-4,60",
12-02-2022,08:10,11-02-2022,,,Retirada Cambio de Divisa,"1,1378",USD,"-0,37",USD,"0,00",
11-02-2022,07:38,10-02-2022,APPLE INC,US0378331005,Dividendo,,USD,"0,44",USD,"0,37",
11-02-2022,07:38,10-02-2022,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
04-02-2022,10:16,03-02-2022,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 2,58 EUR",,,,EUR,"-4,92",
04-02-2022,10:16,03-02-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2,58",EUR,"-2,34",
03-02-2022,10:03,31-01-2022,,,Comisión de conectividad con el mercado 2022 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"-4,92",
03-02-2022,10:03,31-01-2022,,,Comisión de conectividad con el mercado 2022 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"-2,42",
03-02-2022,10:03,31-01-2022,,,Comisión de conectividad con el mercado 2022 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"0,08",
25-01-2022,13:50,25-01-2022,,,Processed Flatex Withdrawal,,EUR,"100,00",EUR,"2,58",
25-01-2022,13:50,25-01-2022,,,flatex Withdrawal,,EUR,"-100,00",EUR,"-97,42",
25-01-2022,13:50,25-01-2022,,,Processed Flatex Withdrawal,,EUR,"100,00",EUR,"2,58",
25-01-2022,13:50,25-01-2022,,,flatex Withdrawal,,EUR,"-100,00",EUR,"-97,42",
25-01-2022,13:17,24-01-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 90,06 EUR",,,,EUR,"2,58",
25-01-2022,13:17,24-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-90,06",EUR,"-87,48",
24-01-2022,19:00,24-01-2022,,,Processed Flatex Withdrawal,,EUR,"-100,00",EUR,"2,58",
24-01-2022,18:59,24-01-2022,UBER TECHNOLOGIES INC,US90353T1007,Retirada Cambio de Divisa,"1,1356",USD,"-102,84",USD,"0,00",a11044d3-c446-4c66-a9eb-bdbc6328c560
24-01-2022,18:59,24-01-2022,UBER TECHNOLOGIES INC,US90353T1007,Ingreso Cambio de Divisa,,EUR,"90,56",EUR,"102,58",a11044d3-c446-4c66-a9eb-bdbc6328c560
24-01-2022,18:59,24-01-2022,UBER TECHNOLOGIES INC,US90353T1007,Costes de transacción y/o externos de DEGIRO,,EUR,"-0,50",EUR,"12,02",a11044d3-c446-4c66-a9eb-bdbc6328c560
24-01-2022,18:59,24-01-2022,UBER TECHNOLOGIES INC,US90353T1007,"Venta 3 Uber Technologies Inc@34,2815 USD (US90353T1007)",,USD,"102,84",USD,"102,84",a11044d3-c446-4c66-a9eb-bdbc6328c560
24-01-2022,18:02,24-01-2022,,,Processed Flatex Withdrawal,,EUR,"-100,00",EUR,"12,52",
05-01-2022,11:53,04-01-2022,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,09 EUR",,,,EUR,"112,52",
05-01-2022,11:53,04-01-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,09",EUR,"111,43",
04-01-2022,07:42,03-01-2022,,,Ingreso Cambio de Divisa,,EUR,"1,09",EUR,"112,52",
04-01-2022,07:42,03-01-2022,,,Retirada Cambio de Divisa,"1,1325",USD,"-1,24",USD,"0,00",
03-01-2022,08:24,31-12-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,24",USD,"1,24",
31-12-2021,09:20,31-12-2021,,,Flatex Interest,,EUR,"-0,14",EUR,"111,43",
16-11-2021,11:34,15-11-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,32 EUR",,,,EUR,"111,57",
16-11-2021,11:34,15-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,32",EUR,"111,25",
13-11-2021,07:39,12-11-2021,,,Ingreso Cambio de Divisa,,EUR,"0,32",EUR,"111,57",
13-11-2021,07:39,12-11-2021,,,Retirada Cambio de Divisa,"1,1454",USD,"-0,37",USD,"0,00",
12-11-2021,07:31,11-11-2021,APPLE INC,US0378331005,Dividendo,,USD,"0,44",USD,"0,37",
12-11-2021,07:31,11-11-2021,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
11-11-2021,11:33,10-11-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,02 EUR",,,,EUR,"111,25",
11-11-2021,11:33,10-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,02",EUR,"111,23",
10-11-2021,08:57,04-11-2021,CELLNEX TELECOM SA,ES0105066007,Retención del dividendo,,EUR,"0,02",EUR,"111,25",
08-11-2021,11:34,05-11-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,07 EUR",,,,EUR,"111,23",
08-11-2021,11:34,05-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,07",EUR,"111,16",
05-11-2021,08:22,04-11-2021,CELLNEX TELECOM SA,ES0105066007,Dividendo,,EUR,"0,09",EUR,"111,23",
05-11-2021,08:22,04-11-2021,CELLNEX TELECOM SA,ES0105066007,Retención del dividendo,,EUR,"-0,02",EUR,"111,14",
04-10-2021,12:18,01-10-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,06 EUR",,,,EUR,"111,16",
04-10-2021,12:18,01-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,06",EUR,"110,10",
02-10-2021,05:00,30-09-2021,,,Flatex Interest,,EUR,"-0,14",EUR,"111,16",
01-10-2021,07:41,30-09-2021,,,Retirada Cambio de Divisa,,EUR,"1,06",EUR,"111,30",
