Fecha,Hora,Fecha valor,Producto,ISIN,Descripción,Tipo,Variación,,Saldo,,ID Orden
01-10-2021,07:41,30-09-2021,,,Retirada Cambio de Divisa,"1,1588",USD,"-1,23",USD,"0,00",
30-09-2021,09:43,29-09-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,23",USD,"1,23",
17-08-2021,11:46,16-08-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,31 EUR",,,,EUR,"110,24",
17-08-2021,11:46,16-08-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,31",EUR,"109,93",
14-08-2021,07:33,13-08-2021,,,Retirada Cambio de Divisa,,EUR,"0,31",EUR,"110,24",
14-08-2021,07:33,13-08-2021,,,Retirada Cambio de Divisa,"1,1807",USD,"-0,37",USD,"0,00",
13-08-2021,07:49,12-08-2021,APPLE INC,US0378331005,Dividendo,,USD,"0,44",USD,"0,37",
13-08-2021,07:49,12-08-2021,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
05-07-2021,16:03,02-07-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,02 EUR",,,,EUR,"109,93",
05-07-2021,16:03,02-07-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,02",EUR,"108,91",
02-07-2021,10:51,01-07-2021,,,Retirada Cambio de Divisa,,EUR,"1,02",EUR,"109,93",
02-07-2021,10:51,01-07-2021,,,Retirada Cambio de Divisa,"1,1862",USD,"-1,22",USD,"0,00",
01-07-2021,23:30,30-06-2021,,,Flatex Interest,,EUR,"-0,24",EUR,"108,91",
01-07-2021,12:00,30-06-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,22",USD,"1,22",
21-06-2021,11:16,18-06-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,05 EUR",,,,EUR,"109,15",
21-06-2021,11:16,18-06-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,05",EUR,"109,10",
18-06-2021,07:50,17-06-2021,CELLNEX TELECOM SA,ES0105066007,Dividendo,,EUR,"0,05",EUR,"109,15",
17-05-2021,11:16,14-05-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,3 EUR",,,,EUR,"109,10",
17-05-2021,11:16,14-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,30",EUR,"108,80",
14-05-2021,10:31,13-05-2021,,,Retirada Cambio de Divisa,,EUR,"0,30",EUR,"109,10",
14-05-2021,10:31,13-05-2021,,,Retirada Cambio de Divisa,"1,2091",USD,"-0,37",USD,"0,00",
14-05-2021,07:57,13-05-2021,APPLE INC,US0378331005,Dividendo,,USD,"0,44",USD,"0,37",
14-05-2021,07:57,13-05-2021,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,07",USD,"-0,07",
05-05-2021,11:02,04-05-2021,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 224,17 EUR",,,,EUR,"108,80",
05-05-2021,11:02,04-05-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"224,17",EUR,"332,97",
04-05-2021,16:20,04-05-2021,TWITTER INC,US90184L1026,Ingreso Cambio de Divisa,"1,2012",USD,"268,65",USD,"0,00",f241f4b7-16dd-4864-9ce3-cb393825c65f
04-05-2021,16:20,04-05-2021,TWITTER INC,US90184L1026,Retirada Cambio de Divisa,,EUR,"-223,65",EUR,"108,80",f241f4b7-16dd-4864-9ce3-cb393825c65f
04-05-2021,16:20,04-05-2021,TWITTER INC,US90184L1026,Costes de transacción y/o externos de DEGIRO,,EUR,"-0,02",EUR,"332,45",f241f4b7-16dd-4864-9ce3-cb393825c65f
04-05-2021,16:20,04-05-2021,TWITTER INC,US90184L1026,Costes de transacción y/o externos de DEGIRO,,EUR,"-0,50",EUR,"332,47",f241f4b7-16dd-4864-9ce3-cb393825c65f
04-05-2021,16:20,04-05-2021,TWITTER INC,US90184L1026,"Compra 5 Twitter Inc@53,73 USD (US90184L1026)",,USD,"-268,65",USD,"-268,65",f241f4b7-16dd-4864-9ce3-cb393825c65f
30-04-2021,10:22,29-04-2021,CELLNEX TELECOM SA-RTS,ES0605066937,DESLISTAMIENTO : Venta 3 CELLNEX TELECOM SA-RTS@0 EUR (ES0605066937),,EUR,"0,00",EUR,"332,97",
01-04-2021,16:20,31-03-2021,,,Flatex Interest,,EUR,"-0,29",EUR,"332,97",
01-04-2021,08:52,01-04-2021,CELLNEX TELECOM SA-RTS,ES0605066937,EMISIÓN DE DERECHOS: Compra 3 CELLNEX TELECOM SA-RTS@0 EUR (ES0605066937),,EUR,"0,00",EUR,"333,26",
29-03-2021,12:31,29-03-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 1,02 EUR",,,,EUR,"333,26",
29-03-2021,12:31,29-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,02",EUR,"332,24",
26-03-2021,09:33,25-03-2021,,,Retirada Cambio de Divisa,,EUR,"1,02",EUR,"333,26",
26-03-2021,09:33,25-03-2021,,,Retirada Cambio de Divisa,"1,1775",USD,"-1,21",USD,"0,00",
25-03-2021,08:08,24-03-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,21",USD,"1,21",
16-02-2021,12:01,16-02-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,28 EUR",,,,EUR,"332,24",
16-02-2021,12:01,16-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,28",EUR,"331,96",
13-02-2021,08:22,12-02-2021,,,Retirada Cambio de Divisa,,EUR,"0,28",EUR,"332,24",
13-02-2021,08:22,12-02-2021,,,Retirada Cambio de Divisa,"1,2132",USD,"-0,35",USD,"0,00",
12-02-2021,07:42,11-02-2021,APPLE INC,US0378331005,Dividendo,,USD,"0,41",USD,"0,35",
12-02-2021,07:42,11-02-2021,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,06",USD,"-0,06",
04-02-2021,11:48,04-02-2021,,,"Transferir desde su Cuenta de Efectivo en flatexDEGIRO Bank: 7,5 EUR",,,,EUR,"331,96",
04-02-2021,11:48,04-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"7,50",EUR,"339,46",
01-02-2021,12:31,01-02-2021,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 318,15 EUR",,,,EUR,"331,96",
01-02-2021,12:31,01-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-318,15",EUR,"13,81",
31-01-2021,13:15,31-12-2020,,,Comisión de conectividad con el mercado 2021 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"331,96",
31-01-2021,13:15,31-12-2020,,,Comisión de conectividad con el mercado 2021 (Nasdaq - NDQ),,EUR,"-2,50",EUR,"334,46",
31-01-2021,13:15,31-12-2020,,,Comisión de conectividad con el mercado 2021 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"336,96",
29-01-2021,13:58,28-01-2021,MASMOVIL IBERCOM S.A.,ES0184696104,Acciones corporativas liquidación por diferencias,,EUR,"318,15",EUR,"339,46",
29-01-2021,13:58,28-01-2021,MASMOVIL IBERCOM S.A.,ES0184696104,DESLISTAMIENTO : Venta 14 MASMOVIL IBERCOM S.A.@0 EUR (ES0184696104),,EUR,"0,00",EUR,"21,31",
31-12-2020,02:01,31-12-2020,,,Flatex Interest,,EUR,"-0,02",EUR,"21,31",
28-12-2020,10:15,28-12-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,95 EUR",,,,EUR,"21,33",
28-12-2020,10:15,28-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,95",EUR,"20,38",
25-12-2020,07:56,24-12-2020,,,Retirada Cambio de Divisa,,EUR,"0,95",EUR,"21,33",
25-12-2020,07:56,24-12-2020,,,Retirada Cambio de Divisa,"1,2198",USD,"-1,17",USD,"0,00",
24-12-2020,09:03,23-12-2020,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,17",USD,"1,17",
27-11-2020,10:30,27-11-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,11 EUR",,,,EUR,"20,38",
27-11-2020,10:30,27-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,11",EUR,"20,27",
26-11-2020,10:01,25-11-2020,CELLNEX TELECOM SA,ES0105066007,Rendimiento de capital,,EUR,"0,11",EUR,"20,38",
26-11-2020,10:01,25-11-2020,CELLNEX TELECOM SA,ES0105066007,Dividendo,,EUR,"-0,11",EUR,"20,27",
26-11-2020,08:52,25-11-2020,CELLNEX TELECOM SA,ES0105066007,Dividendo,,EUR,"0,11",EUR,"20,38",
18-11-2020,15:58,17-11-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,29 EUR",,,,EUR,"20,27",
18-11-2020,15:58,17-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,29",EUR,"19,98",
14-11-2020,07:52,13-11-2020,,,Retirada Cambio de Divisa,,EUR,"0,29",EUR,"20,27",
14-11-2020,07:52,13-11-2020,,,Retirada Cambio de Divisa,"1,1848",USD,"-0,35",USD,"0,00",
13-11-2020,09:08,12-11-2020,APPLE INC,US0378331005,Dividendo,,USD,"0,41",USD,"0,35",
13-11-2020,09:08,12-11-2020,APPLE INC,US0378331005,Retención del dividendo,,USD,"-0,06",USD,"-0,06",
26-10-2020,19:04,23-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Compra 0,02 @ 0 EUR",,EUR,"198,32",EUR,"19,98",
26-10-2020,19:04,23-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,02 @ 0 EUR",,EUR,"-198,32",EUR,"-178,35",
23-10-2020,00:00,22-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
22-10-2020,00:00,21-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
21-10-2020,00:00,20-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
20-10-2020,00:00,19-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
19-10-2020,00:00,18-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
16-10-2020,00:00,15-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
15-10-2020,00:00,14-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
14-10-2020,00:00,13-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
13-10-2020,14:15,13-10-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,01 EUR",,,,EUR,"19,98",
13-10-2020,14:15,13-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,01",EUR,"19,97",
13-10-2020,00:00,12-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,98",
12-10-2020,15:59,12-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,000001 @ 9.918,3825 EUR",,,,EUR,"19,98",
12-10-2020,13:45,12-10-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 18,99 EUR",,,,EUR,"19,97",
12-10-2020,13:45,12-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-18,99",EUR,"0,98",
12-10-2020,00:00,11-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"19,97",
09-10-2020,16:02,09-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,001914 @ 9.918,79 EUR",,,,EUR,"19,97",
09-10-2020,00:00,08-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,98",
08-10-2020,08:42,07-10-2020,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,"CAMBIO DE ISIN: Venta 30 International Consolidated Airlines Group - Non tradeable@0,92 EUR (ES0177542018)",,EUR,"27,60",EUR,"0,98",
08-10-2020,08:42,07-10-2020,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,"CAMBIO DE ISIN: Compra 30 International Consolidated Airlines Group SA@0,92 EUR (ES0177542018)",,EUR,"-27,60",EUR,"-26,62",
08-10-2020,00:00,07-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,98",
07-10-2020,00:00,06-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,98",
06-10-2020,11:00,06-10-2020,,,"Transferir a su Cuenta de Efectivo en flatexDEGIRO Bank: 0,98 EUR",,,,EUR,"0,98",
06-10-2020,11:00,06-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-0,98",EUR,"0,00",
06-10-2020,00:00,05-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,98",
05-10-2020,00:00,04-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,98",
02-10-2020,08:57,01-10-2020,,,Retirada Cambio de Divisa,,EUR,"0,98",EUR,"0,98",
02-10-2020,08:57,01-10-2020,,,Retirada Cambio de Divisa,"1,1757",USD,"-1,16",USD,"0,00",
02-10-2020,00:00,01-10-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,00",
01-10-2020,08:42,30-09-2020,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividendo,,USD,"1,16",USD,"1,16",
01-10-2020,00:00,30-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,00",
30-09-2020,00:00,29-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,00",
29-09-2020,00:00,28-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"0,00",
28-09-2020,16:02,28-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,002783 @ 9.920,6608 EUR",,,,EUR,"0,00",
28-09-2020,00:00,27-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-27,61",
25-09-2020,18:56,25-09-2020,"DERECHOS INTL CONSOL. AIRLINES GROUP,",ES0677542906,"OFERTA DE SUSCRIPCIÓN: Venta 20 DERECHOS INTL CONSOL. AIRLINES GROUP, S.A.@0 EUR (ES0677542906)",,EUR,"0,00",EUR,"-27,61",
25-09-2020,18:54,25-09-2020,INTERNATIONAL CONSOLIDATED AIRLINES,ES0177542018,"OFERTA DE SUSCRIPCIÓN: Compra 30 International Consolidated Airlines Group - Non tradeable@0,92 EUR (ES0177542018)",,EUR,"-27,60",EUR,"-27,61",
25-09-2020,00:00,24-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
24-09-2020,00:00,23-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
23-09-2020,00:00,22-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
22-09-2020,00:00,21-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
21-09-2020,00:00,20-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
18-09-2020,00:00,17-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
17-09-2020,00:00,16-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
16-09-2020,00:00,15-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
15-09-2020,00:00,14-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
14-09-2020,09:55,14-09-2020,"DERECHOS INTL CONSOL. AIRLINES GROUP,",ES0677542906,"EMISIÓN DE DERECHOS: Compra 20 DERECHOS INTL CONSOL. AIRLINES GROUP, S.A.@0 EUR (ES0677542906)",,EUR,"0,00",EUR,"-0,01",
14-09-2020,09:44,14-09-2020,"DERECHOS INTL CONSOL. AIRLINES GROUP,",ES0677542906,"EMISIÓN DE DERECHOS: Venta 20 DERECHOS INTL CONSOL. AIRLINES GROUP, S.A.@0 EUR (ES0677542906)",,EUR,"0,00",EUR,"-0,01",
14-09-2020,08:59,14-09-2020,"DERECHOS INTL CONSOL. AIRLINES GROUP,",ES0677542906,"EMISIÓN DE DERECHOS: Compra 20 DERECHOS INTL CONSOL. AIRLINES GROUP, S.A.@0 EUR (ES0677542906)",,EUR,"0,00",EUR,"-0,01",
14-09-2020,00:00,13-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
11-09-2020,00:00,10-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
10-09-2020,00:00,09-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
09-09-2020,00:00,08-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
08-09-2020,00:00,07-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
07-09-2020,00:00,06-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"0,00",EUR,"-0,01",
04-09-2020,16:02,04-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,002182 @ 9.924,5232 EUR",,,,EUR,"-0,01",
04-09-2020,16:02,04-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversión fondos del mercado monetario: Venta 0,02 @ 9.924,5232 EUR",,,,EUR,"77,58",
04-09-2020,00:00,03-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"77,58",
03-09-2020,00:00,02-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"77,58",
02-09-2020,17:31,02-09-2020,APPLE INC,US0378331005,Ingreso Cambio de Divisa,"1,1821",USD,"259,64",USD,"0,00",7c19ab01-f843-4c88-99ff-f7b03d352026
02-09-2020,17:31,02-09-2020,APPLE INC,US0378331005,Retirada Cambio de Divisa,,EUR,"-219,64",EUR,"77,59",7c19ab01-f843-4c88-99ff-f7b03d352026
02-09-2020,17:31,02-09-2020,APPLE INC,US0378331005,Costes de transacción y/o externos de DEGIRO,,EUR,"-0,50",EUR,"297,23",7c19ab01-f843-4c88-99ff-f7b03d352026
02-09-2020,17:31,02-09-2020,APPLE INC,US0378331005,Costes de transacción y/o externos de DEGIRO,,EUR,"-0,01",EUR,"297,73",7c19ab01-f843-4c88-99ff-f7b03d352026
02-09-2020,17:31,02-09-2020,APPLE INC,US0378331005,"Compra 2 Apple Inc@129,82 USD (US0378331005)",,USD,"-259,64",USD,"-259,64",7c19ab01-f843-4c88-99ff-f7b03d352026
02-09-2020,00:00,01-09-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,74",
01-09-2020,00:00,31-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,74",
31-08-2020,00:00,30-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,75",
28-08-2020,00:00,27-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,76",
27-08-2020,00:00,26-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,77",
26-08-2020,00:00,25-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,77",
25-08-2020,00:00,24-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,78",
24-08-2020,14:16,21-08-2020,CELLNEX TELECOM SA-RTS,ES0605066929,DESLISTAMIENTO : Venta 3 CELLNEX TELECOM SA-RTS@0 EUR (ES0605066929),,EUR,"0,00",EUR,"297,78",
24-08-2020,00:00,23-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,78",
21-08-2020,00:00,20-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,80",
20-08-2020,00:00,19-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,80",
19-08-2020,00:00,18-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,81",
18-08-2020,00:00,17-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,81",
17-08-2020,00:00,16-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,82",
14-08-2020,00:00,13-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,83",
13-08-2020,00:00,12-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,83",
12-08-2020,00:00,11-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,84",
11-08-2020,00:00,10-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,84",
10-08-2020,00:00,09-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,85",
07-08-2020,00:00,06-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,86",
06-08-2020,00:00,05-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,87",
05-08-2020,00:00,04-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,87",
04-08-2020,00:00,03-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,88",
03-08-2020,00:00,02-08-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,88",
31-07-2020,00:00,30-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,89",
30-07-2020,00:00,29-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,90",
29-07-2020,00:00,28-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,00",EUR,"297,90",
28-07-2020,00:00,27-07-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Fondos del mercado monetario cambio de precio (EUR),,EUR,"-0,01",EUR,"297,90",
